role_bucket,player_id,shortName,season17_score,season_minutes
forward,3816,Sergio Garc\u00eda,21.765371789467736,1724
forward,250885,Santi Mina,21.683010343574068,1634
forward,3290,Aduriz,21.365999481533027,2253
forward,3358,Cristian Tello,21.212957282755514,1802
forward,3293,P. Piatti,21.109627795287405,1808
forward,385273,Charles,20.934556426114895,1658
forward,3576,Juanmi,20.569506844844533,1553
forward,25472,C. Bakambu,20.1392194929756,1312
forward,25577,L. R\u00e9my,20.01161699293701,1288
forward,26167,C. Beauvue,19.56758084495275,1734
forward,5481,Guerrero,19.030393726271623,1503
forward,364820,Loren Mor\u00f3n,18.829080869720226,1107
forward,134249,Rub\u00e9n Sobrino,18.809733565906917,1549
forward,151,J. Guidetti,18.728465476831726,1388
forward,4048,Sergi Enrich,18.574555682024066,1388
forward,338201,E. Boateng,18.349141354119837,1338
forward,4338,Diego Costa,18.34797496803449,1076
forward,286390,O. Demb\u00e9l\u00e9,17.951731457389272,960
forward,424624,O. Etebo,17.896382270373024,1265
forward,134769,Y. Carrasco,17.231624408483885,935
forward,3425,Muniain,16.721114651363127,822
forward,3937,Roger,16.58890122845134,1002
forward,7908,Fernando Torres,16.356909400289485,1045
forward,25445,K. Gameiro,16.140854047648364,1172
forward,239843,Z. Bakkali,15.877110879806587,961
forward,372753,Francis Guerrero,15.412351630996767,1044
forward,225946,A. Sanabria,15.358371919749331,909
forward,259946,A. Pe\u00f1aranda,15.111398299125996,835
forward,5911,Sandro,15.046013786020886,756
forward,3875,Borja Bast\u00f3n,14.985955512889063,1034
forward,86307,L. Vietto,14.420350784179595,835
forward,293862,Nacho Gil,14.09143745569844,1000
forward,3291,Paco Alc\u00e1cer,13.481663994688267,724
forward,281255,E. Mor,13.115466724942006,715
forward,22578,N. Sansone,13.019852896907814,674
forward,3348,Deulofeu,12.872480688011578,526
forward,285509,I. Success,12.816606787257802,503
forward,1751,O. Tannane,12.609587543572347,603
forward,6914,\u00c1lex Alegr\u00eda,12.101097527721617,654
forward,105616,B. Ideye,11.350536362384965,771
forward,4440,Borja Valle,11.105175287231967,524
forward,3685,C. Vela,11.050186973644871,418
forward,38094,I. Ezekiel,11.042737181874106,492
forward,5147,Choco Lozano,10.716691155470931,498
forward,266885,M. Olunga,10.648473426726293,465
forward,393881,H. Toledo,10.576969962343712,660
forward,265807,Jos\u00e9 Naranjo,10.489437598413065,591
forward,38436,C. Santos,9.884562500853058,461
forward,20450,Bojan,9.756318385100668,474
forward,489417,Erik Exp\u00f3sito,9.687304324949864,494
forward,20536,G. Pazzini,9.169560351171517,472
forward,50272,O. Kayode,9.121511884345798,417
forward,334817,L. Boy\u00e9,8.545552560173418,297
forward,167119,Sabin Merino,8.276086577263442,411
forward,50461,A. Sadiku,6.376194679611795,282
midfielder,225089,Jos\u00e9 Luis Morales,26.820935336962858,3188
midfielder,3676,Illarramendi,26.311539169029782,3299
midfielder,134174,Samu Castillejo,25.49626228660114,2147
midfielder,4379,Jonathan Viera,25.171776243280327,2083
midfielder,3280,\u00c9. Banega,25.147311967024347,2500
midfielder,3563,Isco,24.9028086739093,1839
midfielder,355599,Mikel Oyarzabal,24.89217448266943,2877
midfielder,241945,P. Sisto,24.88650109552357,2596
midfielder,14836,T. Inui,24.593936669270224,2732
midfielder,3287,Portu,24.49862356025193,3097
midfielder,4278,Borja Garc\u00eda,24.392033845925596,2887
midfielder,20823,F. V\u00e1zquez,24.22299534402483,1914
midfielder,4488,Sa\u00fal,24.185460991039328,3280
midfielder,8287,L. Modri\u0107,24.099292649926383,2050
midfielder,288091,Marco Asensio,23.90014711588205,1932
midfielder,261127,A. Januzaj,23.898811928828668,1630
midfielder,4015,Pablo Sarabia,23.847874379964093,2494
midfielder,3282,Canales,23.73186468931425,2015
midfielder,14723,T. Kroos,23.64974085570309,2347
midfielder,359847,Alfonso Pedraza,23.534024283183623,2543
midfielder,43051,Gabriel,23.52183045828353,2458
midfielder,3443,Koke,23.402039952495915,2857
midfielder,3645,Chory Castro,23.3768852719965,2137
midfielder,3571,Joaqu\u00edn,23.113123568102875,2591
midfielder,3384,A. Guardado,23.092020175892394,2378
midfielder,346195,Fabi\u00e1n,23.05988552814211,2791
midfielder,372752,Carlos Soler,23.043877079120225,2447
midfielder,3542,Trigueros,22.892391174610903,2798
midfielder,40550,Paulinho,22.874244925595693,2029
midfielder,3476,I. Rakiti\u0107,22.810002233554222,2939
midfielder,399676,Pablo Fornals,22.63167007242628,2735
midfielder,3286,Dani Parejo,22.372232471622894,3134
midfielder,40756,Casemiro,22.306830965827444,2705
midfielder,25623,G. Kondogbia,22.27582196040474,2726
midfielder,247220,Jason,22.120535628748254,1859
midfielder,3503,Ra\u00fal Garc\u00eda,22.08062974219693,2725
midfielder,5542,Dani Garc\u00eda,22.07986627229192,2899
midfielder,26652,D. Wass,22.056434229423793,3037
midfielder,247207,Joan Jord\u00e1n,21.94929209397158,2530
midfielder,3474,Jes\u00fas Navas,21.878720800668553,1860
midfielder,3353,Iniesta,21.811558027246075,1926
midfielder,3678,Xabi Prieto,21.791167575311395,1993
midfielder,3568,Recio,21.6185127921742,1916
midfielder,364860,Rodri,21.604742659110222,3368
midfielder,3843,F. Orellana,21.511626533983783,1236
midfielder,214062,\u00c1lex Granell,21.49945308458355,2959
midfielder,3420,Susaeta,21.407884726575578,2359
midfielder,3423,Ibai G\u00f3mez,21.3989284410091,2422
midfielder,230897,Fede Cartabia,21.355850604393673,1373
midfielder,255738,J. Lerma,21.346298101794737,2239
midfielder,3934,N. El Zhar,21.284570615623387,2050
midfielder,3803,Sergi Darder,20.838880985227338,2890
midfielder,3346,Sergio Busquets,20.703415216194117,2694
midfielder,280383,E. Bardhi,20.54848419321924,1644
midfielder,207001,J. Correa,20.42745443450738,1249
midfielder,86828,G. Pizarro,20.367571456285567,1853
midfielder,3705,Adri\u00e1n,20.345360525893287,2444
midfielder,344075,I\u00f1igo C\u00f3rdoba,20.23634020610381,1537
midfielder,269060,P. Hern\u00e1ndez,20.213944214519746,1912
midfielder,4013,Rub\u00e9n P\u00e9rez,20.141786125527762,2609
midfielder,3470,Campa\u00f1a,20.055223279875843,2838
midfielder,40614,Guilherme,19.871255432666363,2753
midfielder,230895,Pere Pons,19.813804799492683,2665
midfielder,217031,Thomas,19.798715295740646,2475
midfielder,234527,A. Halilovi\u0107,19.78150146400626,1359
midfielder,167641,S. Lobotka,19.736698267131665,3187
midfielder,225948,Rub\u00e9n Pe\u00f1a,19.723516831719756,1820
midfielder,32652,E. \u00c7olak,19.71817108766699,1501
midfielder,3680,Zurutuza,19.678449843966423,2333
midfielder,25888,F. Fajr,19.66770063247835,2514
midfielder,395114,Zubeld\u00eda,19.66247991835657,1654
midfielder,3797,V\u00edctor S\u00e1nchez,19.633053112605623,2554
midfielder,3409,San Jos\u00e9,19.57208802578694,2255
midfielder,7585,Manu Garc\u00eda,19.5139571477841,2555
midfielder,8200,S. N'Zonzi,19.404281868521394,2323
midfielder,3572,Portillo,19.36583697816238,2569
midfielder,25461,R. Boudebouz,19.338813105490207,1429
midfielder,51004,C. Borges,19.24505706802897,2402
midfielder,4363,Vicente G\u00f3mez,19.05245375931167,1590
midfielder,4911,Jozabed,19.020852175913564,1519
midfielder,4375,Vitolo,18.991665481652387,1363
midfielder,70120,Javi Garc\u00eda,18.88784838980859,2538
midfielder,412897,Dani Raba,18.804655347550618,1151
midfielder,3414,Iturraspe,18.768365235385414,1991
midfielder,247219,V\u00edctor Camarasa,18.67930730633209,1310
midfielder,212644,G. Escalante,18.666925189047788,1647
midfielder,4361,Javi Castellano,18.660502456322472,1642
midfielder,286448,M. Arambarri,18.640345078653407,2212
midfielder,4969,Tana,18.629418994183975,1619
midfielder,14866,Jurado,18.468333213017583,1572
midfielder,6370,Eraso,18.42226727731962,2628
midfielder,3441,Gabi,18.338845820273274,2444
midfielder,3866,M. Iturra,18.281186908979052,1641
midfielder,3650,Tom\u00e1s Pina,17.6802034833592,2487
midfielder,5195,Omar Ramos,17.450127972512774,1488
midfielder,5290,Mikel Rico,17.447323748209563,1233
midfielder,20401,A. Aquilani,17.385007611557487,1359
midfielder,56025,M. Krohn-Dehli,17.03661721978914,1314
midfielder,21894,Keko,16.83715987711527,1258
midfielder,4332,Javi Fuego,16.804010235754934,1954
midfielder,279555,Iv\u00e1n Alejo,16.64346575655043,1177
midfielder,3674,Markel Bergara,16.642714902691466,1542
midfielder,20623,R. Soriano,16.61197299764838,1195
midfielder,4683,A. Szymanowski,16.54701928147188,1100
midfielder,4513,D. Cheryshev,16.529584058996843,974
midfielder,4511,Pedro Mosquera,16.452272106776867,1450
midfielder,302550,Brais M\u00e9ndez,16.287962652414564,991
midfielder,240445,Andreas Pereira,16.1238763946135,1133
midfielder,247222,Medr\u00e1n,15.951911668053643,1065
midfielder,263091,Gumbau,15.8758985649174,1496
midfielder,3538,M. Wakaso,15.732826972847553,1155
midfielder,127928,D. Bra\u0161anac,15.378674454193407,1252
midfielder,226005,Burgui,15.319864432986117,1080
midfielder,26518,C. S\u00e1nchez,15.233184118157206,1167
midfielder,4014,Pedro Le\u00f3n,15.13786993036701,982
midfielder,69404,M. Kova\u010di\u0107,15.10035491588207,1049
midfielder,364005,F. Valverde,15.01778240775612,1299
midfielder,3704,P. Diop,14.90049056206612,1267
midfielder,3317,Granero,14.66523734438742,1296
midfielder,4009,M. Lacen,14.448605979574932,1173
midfielder,3595,Be\u00f1at,14.370166251467623,1187
midfielder,94828,G. Shibasaki,14.367838246458739,1045
midfielder,140125,N. Radoja,14.140654246357911,1163
midfielder,37836,M. Lestienne,13.986051238870251,691
midfielder,91064,D. Torres,13.596073019675082,1273
midfielder,8323,Denis Su\u00e1rez,13.465330990591937,632
midfielder,286963,Vesga,13.18333677646491,843
midfielder,278383,\u00c1lvaro Jim\u00e9nez,12.9414597621936,570
midfielder,5791,Juanpi,12.93503434435063,644
midfielder,237269,S. Luki\u0107,12.919014826900787,1043
midfielder,3510,Timor,12.81437309419973,975
midfielder,282448,Aleix Garc\u00eda,12.674588251907725,902
midfielder,7864,F. Coquelin,12.630808116917883,693
midfielder,26032,C. Doukour\u00e9,12.612305966479829,1079
midfielder,485383,\u00c1lex Mula,12.456848413719603,592
midfielder,4362,Momo,12.084451638295539,700
midfielder,211885,Andr\u00e9 Gomes,11.92297212198025,664
midfielder,40800,Ganso,11.897726720234914,537
midfielder,450784,\u00d3scar Melendo,11.595331643009978,720
midfielder,4879,Carles Gil,11.561411812422826,495
midfielder,4593,Sergio Mora,11.54395761631444,886
midfielder,3708,Jairo Samperio,10.874898264038833,572
midfielder,279538,Marcos Llorente,10.842100262644752,578
midfielder,4256,Aleix Vidal,9.95815305584164,482
midfielder,265864,N. Maksimovi\u0107,9.95094494042557,590
midfielder,3539,H. P\u00e9rez,9.81226362674976,544
midfielder,408293,Javi Ontiveros,9.772056888137781,422
midfielder,14757,Z. Kuzmanovi\u0107,9.643425821989174,497
midfielder,15455,J. Geis,9.625088795107816,718
midfielder,326523,Dani Ceballos,9.427562996563141,421
midfielder,20406,M. Flamini,8.86644799402498,510
midfielder,20410,S. Muntari,8.803854053946353,417
midfielder,4365,Roque Mesa,8.732849743316288,364
midfielder,275293,Samu Garc\u00eda,7.881726510931447,409
midfielder,399673,E. Rol\u00f3n,7.517203556470067,436
