role,player_id,player,n_obs,arima_order,arima_next_forecast
Defender,14923,M. Russ,35,"(0, 1, 1)",13.574506706060838
Defender,14988,O. Sorg,26,"(1, 0, 0)",14.52055770822214
Defender,14990,F. Diagne,39,"(1, 1, 0)",13.700392553542512
Defender,14991,M. Ginter,37,"(1, 1, 0)",13.705593542803944
Defender,15010,Dante,41,"(0, 1, 1)",13.781993712832074
Defender,15014,O. Wendt,37,"(1, 1, 0)",14.562105976397008
Defender,15069,W. Orban,35,"(1, 1, 0)",13.445951299510657
Defender,15125,M. Plattenhardt,39,"(1, 0, 0)",14.232813293100767
Defender,15139,T. Chandler,35,"(1, 1, 0)",14.37145982184925
Defender,15178,S. Bell,38,"(1, 1, 0)",13.43976032345735
Defender,15214,A. Rukavina,43,"(0, 1, 1)",14.560059689942435
Defender,15215,C. Schindler,39,"(1, 0, 0)",13.787233683642357
Defender,15399,D. Brosinski,38,"(1, 0, 0)",14.335162959825292
Defender,15449,M. Mavraj,88,"(0, 1, 1)",14.76880629071423
Defender,15719,B. H\u00fcbner,35,"(0, 1, 1)",13.38251847098145
Defender,15771,S. Langkamp,38,"(1, 1, 0)",13.811190473666608
Defender,15772,M. Ostrzolek,33,"(1, 1, 0)",14.509896133318314
Defender,15775,P. Verhaegh,37,"(1, 0, 0)",14.190851126322553
Defender,15798,A. Beck,30,"(0, 1, 1)",14.801685065303078
Defender,15806,J. Vestergaard,36,"(1, 1, 0)",14.357887434092557
Defender,16443,L. Balogun,41,"(1, 1, 0)",13.390433593815334
Defender,16843,D. Heintz,37,"(1, 1, 0)",14.570020384299825
Defender,16884,J. Korb,36,"(1, 0, 0)",15.026054449327479
Defender,18579,M. Halstenberg,17,"(1, 1, 0)",13.858351262707972
Defender,18669,J. Hector,106,"(0, 1, 1)",14.128418428903712
Defender,18670,L. K\u00fcbler,35,"(1, 1, 0)",15.4589062668548
Defender,19720,M. Gulde,16,"(1, 1, 0)",13.699083610309248
Defender,20390,I. Abate,37,"(1, 1, 0)",14.16143302263497
Defender,20395,M. De Sciglio,92,"(0, 1, 1)",13.725257405290547
Defender,20429,N. Burdisso,27,"(1, 1, 0)",13.929315831806964
Defender,20433,S. Kj\u00e6r,45,"(0, 1, 1)",13.825650019538266
Defender,20434,A. Rosi,35,"(1, 1, 0)",13.982245022064577
Defender,20436,Jos\u00e9 \u00c1ngel,38,"(1, 1, 0)",15.4945641786912
Defender,20458,A. Barzagli,100,"(0, 1, 1)",13.546906582700196
Defender,20459,L. Bonucci,100,"(0, 1, 1)",14.09630127563674
Defender,20460,M. C\u00e1ceres,45,"(1, 1, 0)",14.449607302780466
Defender,20461,G. Chiellini,96,"(0, 1, 1)",14.534256826506894
Defender,20465,S. Lichtsteiner,106,"(0, 1, 1)",15.22666088826639
Defender,20495,M. Gobbi,38,"(0, 1, 1)",15.537398452497039
Defender,20516,D. Faraoni,38,"(0, 1, 1)",13.893422449941772
Defender,20517,Y. Nagatomo,45,"(1, 1, 0)",14.169926385303505
Defender,20518,Juan Jesus,35,"(1, 1, 0)",14.428327258926332
Defender,20550,\u015e. Radu,37,"(1, 1, 0)",13.130027809026451
Defender,20583,Danilo,37,"(0, 1, 1)",13.513367211486035
Defender,20609,A. Costa,26,"(0, 1, 1)",13.421412747945636
Defender,20635,F. Acerbi,38,"(1, 1, 0)",13.741589652013278
Defender,20636,M. Andreolli,38,"(0, 1, 1)",13.283042446159282
Defender,20638,D. Dainelli,38,"(0, 1, 1)",13.681836551237556
Defender,20677,A. Raggi,28,"(1, 1, 0)",14.52601159729658
Defender,20680,F. S\u00f8rensen,34,"(1, 1, 0)",13.51714777938323
Defender,20707,S. De Maio,38,"(1, 1, 0)",13.791777071110719
Defender,20748,N. Tomovi\u0107,38,"(0, 1, 1)",14.565598405350476
Defender,20776,L. Rossettini,36,"(1, 1, 0)",13.983565839182711
Defender,20803,M. Aguirregaray,13,"(1, 1, 0)",15.315024320488664
Defender,20811,M. Silvestre,36,"(0, 1, 1)",13.539681975313139
Defender,20841,A. Masiello,36,"(1, 1, 0)",13.807967083738639
Defender,20842,F. Peluso,37,"(1, 1, 0)",13.872615985252706
Defender,20855,E. Schelotto,30,"(0, 1, 1)",14.473089297320392
Defender,20866,D. Astori,26,"(1, 1, 0)",13.471073669277583
Defender,20927,L. De Silvestri,37,"(0, 1, 1)",15.196532605089427
Defender,20928,Felipe,34,"(1, 1, 0)",13.408562595320735
Defender,20929,A. Gamberini,35,"(0, 1, 1)",14.318019065565855
Defender,21001,E. Hysaj,101,"(0, 1, 1)",15.163296009121536
Defender,21004,V. Regini,39,"(1, 1, 0)",14.03826041888343
Defender,21094,D. D'Ambrosio,38,"(1, 1, 0)",14.08215244107036
Defender,21097,K. Glik,107,"(1, 0, 0)",13.540473643763397
Defender,21100,A. Ogbonna,99,"(0, 1, 1)",13.598966797043362
Defender,21164,F. Fern\u00e1ndez,39,"(1, 1, 0)",13.709624448445677
Defender,21173,C. Maggio,27,"(0, 1, 1)",14.276699775967387
Defender,21279,E. Moretti,38,"(1, 1, 0)",14.446177633851104
Defender,21280,M. Sampirisi,35,"(0, 1, 1)",13.647179862700371
Defender,21469,G. Donati,38,"(1, 0, 0)",13.65310551008897
Defender,21528,F. Ceccherini,38,"(0, 1, 1)",13.436890021359185
Defender,21550,Gabriel Silva,39,"(1, 1, 0)",14.660353195374256
Defender,21607,F. Cacciatore,36,"(0, 1, 1)",14.965494684458234
Defender,21639,L. Ceppitelli,35,"(1, 0, 0)",13.431389281606503
Defender,21842,C. Biraghi,37,"(1, 1, 0)",14.170916657808444
Defender,22185,B. Martella,38,"(0, 1, 1)",14.252178554573769
Defender,22270,G. Ferrari,34,"(0, 1, 1)",12.925517586850471
Defender,22313,V. Laurini,32,"(1, 1, 0)",13.732100461759806
Defender,22377,I. M'baye,37,"(1, 1, 0)",14.715926249323994
Defender,22732,F. Pisacane,39,"(0, 1, 1)",13.901820869786798
Defender,22883,A. Izzo,30,"(0, 1, 1)",13.959356415447841
Defender,25393,D. Lovren,48,"(1, 1, 0)",13.427838622037813
Defender,25397,S. Umtiti,106,"(0, 1, 1)",13.527241343365393
Defender,25399,M. Zeffane,26,"(1, 0, 0)",14.542190718778198
Defender,25427,C. Jallet,17,"(1, 1, 0)",14.047565132452235
Defender,25430,M. Sakho,32,"(1, 0, 0)",13.624218629277703
Defender,25457,J. Roussillon,35,"(0, 1, 1)",14.812356650230237
Defender,25523,K. Djidji,40,"(1, 1, 0)",13.852034956089426
Defender,25524,P. Djilobodji,36,"(0, 1, 1)",14.290571843078546
Defender,25526,J. Martins-Pereira,34,"(0, 1, 1)",14.527543694742715
Defender,25534,I. Cissokho,39,"(0, 1, 1)",14.823581867001423
Defender,25557,J. Morel,41,"(1, 1, 0)",14.179131720064778
Defender,25558,N. N'Koulou,38,"(1, 1, 0)",14.026270064483318
Defender,25625,L. Baal,32,"(1, 1, 0)",14.204035433709619
Defender,25638,D. Foulquier,29,"(0, 1, 1)",13.527878252196805
Defender,25641,K. Mangane,41,"(1, 1, 0)",13.841466136666249
Defender,25643,K. Th\u00e9ophile Catherine,41,"(1, 0, 0)",14.408034264361461
Defender,25700,M. Debuchy,14,"(1, 1, 0)",14.207361133019097
Defender,25710,A. Soumaoro,21,"(0, 1, 1)",14.09184810027156
Defender,25726,K. Koulibaly,45,"(0, 1, 1)",13.958194012541023
Defender,25786,D. Congr\u00e9,41,"(1, 1, 0)",13.674506865797362
Defender,25791,S. Yago,40,"(0, 1, 1)",13.744167746442029
Defender,25846,Y. Andreu,30,"(1, 1, 0)",14.444258492437417
Defender,25854,K. Zouma,38,"(1, 1, 0)",13.427838622037813
Defender,25864,L. Perrin,41,"(1, 1, 0)",14.375631096548027
Defender,25878,T. Heurtaux,23,"(1, 1, 0)",13.907517834413492
Defender,25883,J. Sorbon,40,"(1, 0, 0)",13.816647855669828
Defender,25919,J. Palmieri,20,"(1, 1, 0)",14.6567824211732
Defender,25937,F. Bellugou,38,"(0, 1, 1)",13.919339349652496
Defender,25943,C. Kerbrat,40,"(1, 1, 0)",13.940115675972075
Defender,25947,B. Sankoh,33,"(0, 1, 1)",13.896335452784243
Defender,25990,M. Deplagne,36,"(1, 1, 0)",14.630030601781293
Defender,25993,Hilton,33,"(1, 1, 0)",14.422631020861559
Defender,26021,S. Falette,36,"(0, 1, 1)",13.616880926063143
Defender,26086,I. Traor\u00e9,40,"(0, 1, 1)",13.484221219298743
Defender,26115,S. San\u00e9,43,"(0, 1, 1)",14.071714258692635
Defender,26134,P. Gouano,41,"(0, 1, 1)",13.936780429010428
Defender,26135,M. Le Marchand,41,"(1, 1, 0)",14.93341702296008
Defender,26138,J. Rivierez,39,"(1, 1, 0)",13.148619978792656
Defender,26196,D. Sidib\u00e9,42,"(1, 1, 0)",15.025171671436096
Defender,26265,V. Manceau,40,"(1, 1, 0)",13.397834771203653
Defender,26276,N. Pallois,40,"(0, 1, 1)",13.872650129662658
Defender,26307,A. Mandi,38,"(0, 1, 1)",14.532394023181427
Defender,26332,P. Baysse,29,"(1, 1, 0)",13.762152382774989
Defender,26368,A. Bamba,35,"(0, 1, 1)",14.606054688103125
Defender,26373,S. Souprayen,39,"(1, 1, 0)",13.693736075981537
Defender,26399,D. Da Silva,40,"(1, 0, 0)",13.944660708749744
Defender,26498,K. Lala,41,"(1, 0, 0)",14.927903563855603
Defender,26499,A. Masuaku,39,"(0, 1, 1)",14.298260415148166
Defender,26528,R. Genevois,40,"(0, 1, 1)",14.776356864016762
Defender,26633,A. Souquet,41,"(0, 1, 1)",14.305114446371327
Defender,26945,M. Poundj\u00e9,21,"(1, 1, 0)",15.224702036768214
Defender,27958,T. Pellenard,29,"(0, 1, 1)",14.247136202973332
Defender,28314,C. H\u00e9relle,41,"(1, 0, 0)",13.49898761411602
Defender,28335,R. Aguilar,40,"(1, 1, 0)",14.51963305573682
Defender,28528,J. Ikoko,40,"(1, 1, 0)",14.510764542266612
Defender,28529,Y. Sabaly,47,"(0, 1, 1)",14.66329375040456
Defender,28907,Rapha\u00ebl Guerreiro,106,"(0, 1, 1)",15.624795492093947
Defender,28908,F. Guilbert,41,"(1, 1, 0)",14.939575133460425
Defender,29291,J. Giraudon,34,"(1, 1, 0)",14.145003447123191
Defender,29474,R. Thomas,37,"(0, 1, 1)",13.502181644050061
Defender,29588,E. Seka,39,"(1, 1, 0)",14.584132225968641
Defender,29616,P. Martinez,41,"(1, 1, 0)",13.694127386011987
Defender,29748,F. Chafik,39,"(1, 1, 0)",14.114807185669621
Defender,30320,O. El Hajjam,39,"(0, 1, 1)",14.435722650763399
Defender,32959,P. Pekar\u00edk,99,"(0, 1, 1)",14.515197964962477
Defender,37745,J. Lukaku,97,"(0, 1, 1)",14.025690506543794
Defender,38079,D. Opare,20,"(1, 1, 0)",15.40987238614262
Defender,40301,Lucas Lima,40,"(1, 0, 0)",15.990653368243148
Defender,40538,Leandro Cast\u00e1n,12,"(1, 1, 0)",14.343262890715588
Defender,40539,Marquinhos,42,"(0, 1, 1)",14.833230385667576
Defender,40657,Wendell,38,"(1, 1, 0)",14.499931085575465
Defender,41034,Rafael Tol\u00f3i,36,"(1, 1, 0)",13.186273090312605
Defender,41127,Pablo,17,"(1, 1, 0)",14.032867067950198
Defender,41363,Gabriel,34,"(1, 0, 0)",13.154040821571714
Defender,44510,Vitor Hugo,35,"(0, 1, 1)",13.76420910581473
Defender,49856,D. Abraham,36,"(1, 1, 0)",14.03133602884899
Defender,49919,F. Moubandje,40,"(1, 1, 0)",14.507970459696196
Defender,49971,M. Bauer,16,"(1, 1, 0)",14.451910710556946
Defender,50007,B. Djimsiti,32,"(1, 1, 0)",13.874283962930088
Defender,50069,S. Widmer,30,"(1, 1, 0)",14.878994512025349
Defender,50102,F. Sch\u00e4r,106,"(0, 1, 1)",13.972652130998052
Defender,50805,F. Helander,34,"(1, 1, 0)",13.700727155769465
Defender,51064,E. Krafth,43,"(0, 1, 1)",13.675733542133374
Defender,51217,L. Augustinsson,46,"(1, 1, 0)",14.924208435848916
Defender,55979,M. J\u00f8rgensen,46,"(1, 1, 0)",13.978958371424307
Defender,56026,J. Stryger Larsen,41,"(0, 1, 1)",13.676966937738383
Defender,58978,G. Cameron,31,"(1, 1, 0)",14.435040222422247
Defender,64966,M. Suttner,23,"(0, 1, 1)",14.439977493551414
Defender,65075,M. Hinteregger,99,"(0, 1, 1)",13.580504255194011
Defender,65254,K. Wimmer,81,"(0, 1, 1)",12.65471355743679
Defender,68085,C. Kabasele,38,"(1, 1, 0)",13.595806657937707
Defender,69409,\u0160. Vrsaljko,108,"(0, 1, 1)",13.42719456339769
Defender,69525,M. Pavlovi\u0107,40,"(1, 0, 0)",13.938105887318546
Defender,70083,Danilo,40,"(1, 1, 0)",15.135250146513927
Defender,70084,Alex Sandro,39,"(1, 1, 0)",13.621988844356117
Defender,70086,N. Otamendi,46,"(1, 1, 0)",14.583291647266897
Defender,70088,Rolando,40,"(1, 1, 0)",13.338228383863273
Defender,70112,E. Garay,38,"(0, 1, 1)",13.123336969704505
Defender,70139,E. Ins\u00faa,29,"(1, 0, 0)",15.049894171254243
Defender,70389,C\u00e9dric Soares,104,"(0, 1, 1)",14.397667954140886
Defender,70451,Luisinho,38,"(0, 1, 1)",14.857744769749631
Defender,70507,Paulo Oliveira,38,"(1, 1, 0)",14.04284235107067
Defender,70711,Mexer,30,"(0, 1, 1)",13.582471253452235
Defender,70959,Edgar I\u00e9,40,"(1, 1, 0)",14.03525744587104
Defender,71703,V. Lindel\u00f6f,108,"(0, 1, 1)",14.25983503009203
Defender,77546,A. Williams,90,"(1, 1, 0)",14.060518283479407
Defender,82340,T. Gebre Selassie,99,"(0, 1, 1)",13.942319384323952
Defender,82487,P. Kade\u0159\u00e1bek,98,"(0, 1, 1)",14.25588265979573
Defender,86183,F. Roncaglia,38,"(0, 1, 1)",14.557023252963209
Defender,86220,G. Mercado,44,"(0, 1, 1)",14.575419091537109
Defender,86328,G. Pezzella,37,"(1, 1, 0)",13.886212386999924
Defender,86366,J. Palomino,36,"(0, 1, 1)",13.855671957558627
Defender,86716,M. Dos Santos,34,"(0, 1, 1)",13.757506682547085
Defender,91702,J. Mojica,42,"(1, 1, 0)",15.732927210952809
Defender,92899,J. Holebas,39,"(1, 1, 0)",14.896102079236845
Defender,92908,V. Torosidis,37,"(0, 1, 1)",14.484996322173588
Defender,92966,K. Manolas,35,"(1, 1, 0)",14.70797303797205
Defender,93000,Antunes,37,"(0, 1, 1)",14.223517281963616
Defender,93003,D. Siovas,34,"(1, 1, 0)",14.530349980616371
Defender,94695,H. Sakai,47,"(1, 1, 0)",15.348237777126595
Defender,97555,T. Tawatha,30,"(1, 1, 0)",13.128784159325907
Defender,99410,M. Kami\u0144ski,38,"(1, 0, 0)",13.3736355105512
Defender,99661,T. Cionek,99,"(0, 1, 1)",13.891321866834476
Defender,99833,B. Bereszy\u0144ski,43,"(1, 1, 0)",13.596877197018596
Defender,101742,C. Ansaldi,34,"(1, 1, 0)",15.506507833223003
Defender,105361,I. Strini\u0107,109,"(1, 1, 0)",14.336497202541866
Defender,105523,Danilo Avelar,34,"(1, 0, 0)",14.18107463228611
Defender,112366,M. Lay\u00fan,21,"(0, 1, 1)",14.068317672927934
Defender,112377,O. Vizcarrondo,33,"(1, 1, 0)",13.464802271753335
Defender,119951,Ahmed Hegazy,45,"(1, 0, 0)",13.384528062689055
Defender,125250,\u00d3. Duarte,26,"(1, 1, 0)",13.361686972382483
Defender,125286,G. Gonz\u00e1lez,40,"(0, 1, 1)",14.273855681962333
Defender,131184,Ali Adnan,33,"(1, 1, 0)",14.955377158656027
Defender,134102,N. Ak\u00e9,39,"(1, 0, 0)",13.922109086149034
Defender,134383,N. S\u00fcle,39,"(0, 1, 1)",13.646528960248164
Defender,134392,K. Akpoguma,28,"(0, 1, 1)",13.742226748721114
Defender,134420,F. Costa,36,"(1, 1, 0)",14.452959303411353
Defender,134427,D. Rugani,39,"(1, 1, 0)",13.643305025150642
Defender,134502,A. Laporte,38,"(0, 1, 1)",14.302165655993901
Defender,134503,C. Lenglet,38,"(0, 1, 1)",14.01133136252677
Defender,134540,L. Kurzawa,39,"(0, 1, 1)",14.243574488345601
Defender,135103,A. Christensen,46,"(1, 1, 0)",13.789926814675706
Defender,135901,Pedro Rebocho,39,"(1, 0, 0)",14.147585164882859
Defender,135903,Jo\u00e3o Cancelo,39,"(0, 1, 1)",16.398871859990912
Defender,136441,B. Davies,99,"(0, 1, 1)",15.016437946458927
Defender,138408,M. \u0160kriniar,99,"(0, 1, 1)",13.143398393412888
Defender,143566,Douglas Santos,34,"(0, 1, 1)",13.786445830661332
Defender,144867,K. Malcuit,40,"(0, 1, 1)",13.575118157226317
Defender,144884,C. Jullien,41,"(1, 1, 0)",14.264444867094927
Defender,146588,A. Romagnoli,35,"(1, 1, 0)",13.363533068626118
Defender,149019,D. Simpson,39,"(0, 1, 1)",14.670794698255287
Defender,149091,M. Tisserand,34,"(1, 1, 0)",15.232212805560016
Defender,149101,A. Tour\u00e9,37,"(1, 1, 0)",15.377302665590113
Defender,149389,J. Toljan,34,"(1, 1, 0)",14.228126666167377
Defender,167145,Beller\u00edn,39,"(0, 1, 1)",14.92021807020109
Defender,169002,Diego Rico,39,"(0, 1, 1)",14.503515010879116
Defender,173212,N. Stark,35,"(1, 1, 0)",14.031286684620284
Defender,203113,I. Sylla,37,"(0, 1, 1)",14.252309119181923
Defender,208865,Bastos,34,"(1, 1, 0)",14.57088019114381
Defender,209012,K\u00e9vin Rodrigues,37,"(0, 1, 1)",14.882602352313341
Defender,211853,R\u00faben Vezo,38,"(0, 1, 1)",13.472983754582527
Defender,213124,Chema,38,"(0, 1, 1)",13.373324607290636
Defender,213308,J. Alonso,40,"(0, 1, 1)",15.060592295419537
Defender,214628,J. Amavi,38,"(1, 0, 0)",15.248348841879569
Defender,214710,B. Dibassy,40,"(1, 0, 0)",14.255258195062423
Defender,215281,A. Mbengue,41,"(1, 1, 0)",15.816890389589272
Defender,216074,C. G\u00fcnter,37,"(1, 1, 0)",15.027278389562275
Defender,221172,A. Hack,23,"(1, 1, 0)",13.559191581518744
Defender,221411,P. Max,37,"(1, 1, 0)",14.737520438573686
Defender,222220,A. Robertson,38,"(1, 1, 0)",15.130039734683102
Defender,222766,Bruno Gaspar,36,"(0, 1, 1)",16.577965057754653
Defender,222770,N\u00e9lson Semedo,39,"(0, 1, 1)",14.965580448087227
Defender,223516,R. Bauer,28,"(1, 1, 0)",13.932536723004995
Defender,224593,J. Kimmich,105,"(0, 1, 1)",15.765415114800026
Defender,225022,Rub\u00e9n Duarte,31,"(0, 1, 1)",14.15192265341458
Defender,225996,Diego Llorente,34,"(0, 1, 1)",14.380799352529491
Defender,227894,J. Gim\u00e9nez,45,"(0, 1, 1)",13.563510401595991
Defender,228639,Y. Gerhardt,24,"(1, 1, 0)",14.412005698359543
Defender,228768,J. Tah,36,"(1, 1, 0)",14.24625234452196
Defender,228963,H. Traor\u00e9,41,"(1, 1, 0)",14.421793687039957
Defender,229427,A. Djiku,40,"(1, 1, 0)",13.88160003852605
Defender,230862,Lekue,37,"(0, 1, 1)",14.334553987742419
Defender,231138,P. Kimpembe,42,"(0, 1, 1)",13.965484100923332
Defender,232822,A. Masina,38,"(0, 1, 1)",14.530282079480516
Defender,235450,A. Diallo,37,"(1, 1, 0)",13.562981005634086
Defender,235597,T. Baumgartl,37,"(0, 1, 1)",14.277974953770066
Defender,235606,T. Kehrer,37,"(1, 1, 0)",14.099378504163147
Defender,236528,N. Elvedi,37,"(1, 1, 0)",15.459981386756262
Defender,241966,G. Jung,38,"(1, 1, 0)",14.438791134012176
Defender,242446,L. Dubois,40,"(1, 1, 0)",14.304012342469678
Defender,246059,E. Goldaniga,17,"(1, 1, 0)",13.950859283683933
Defender,246866,A. Mawson,39,"(1, 1, 0)",14.259655694574553
Defender,247169,Diego Gonz\u00e1lez,38,"(1, 1, 0)",14.662733115061418
Defender,248950,Samir,38,"(0, 1, 1)",13.534776373315003
Defender,252365,D. Yedlin,34,"(1, 0, 0)",16.5017047448514
Defender,255387,C. Salcedo,42,"(1, 0, 0)",13.825075735469728
Defender,256998,E. Bailly,39,"(1, 1, 0)",13.765972404673828
Defender,257028,D. Calabria,33,"(1, 1, 0)",15.009585128072626
Defender,257762,D. S\u00e1nchez,44,"(1, 1, 0)",13.7188887779353
Defender,257899,J. Gomez,37,"(1, 1, 0)",14.709874028400082
Defender,258252,L. Klostermann,37,"(1, 1, 0)",13.562057738988548
Defender,258263,V. Jovanovi\u0107,18,"(0, 1, 1)",13.919919614988922
Defender,263105,Pablo Maffeo,38,"(0, 1, 1)",14.08332515045711
Defender,263433,A. Ferrari,39,"(1, 1, 0)",14.130161390692962
Defender,263766,Jemerson,41,"(1, 1, 0)",14.764235309622418
Defender,263803,T. Castagne,36,"(1, 0, 0)",15.042784142995579
Defender,266286,Marlon,36,"(0, 1, 1)",13.627309214887726
Defender,268776,W. Hoedt,35,"(1, 0, 0)",14.187258020974905
Defender,270866,Diego Carlos,36,"(1, 1, 0)",14.014345521893496
Defender,272338,L. Kl\u00fcnter,23,"(1, 1, 0)",14.790477764602118
Defender,272378,P. Stenzel,35,"(1, 1, 0)",14.386635499826312
Defender,272434,W. Anton,33,"(1, 1, 0)",13.856957157638174
Defender,275384,Jorge Mer\u00e9,34,"(1, 0, 0)",14.009929179313644
Defender,276979,F. Mendy,38,"(0, 1, 1)",15.1441697056585
Defender,278049,E. Cabaco,22,"(0, 1, 1)",13.42699020584635
Defender,278288,Aritz Elustondo,36,"(0, 1, 1)",13.936539249411476
Defender,278867,S. Janko,26,"(1, 1, 0)",15.36543001714591
Defender,279545,L. Hern\u00e1ndez,47,"(0, 1, 1)",14.780803836452478
Defender,280419,H. Hateboer,37,"(1, 1, 0)",14.498790853904216
Defender,282550,F. Hadergjonaj,33,"(1, 1, 0)",14.913234643912034
Defender,283832,F. Romagna,31,"(1, 1, 0)",14.610001086863637
Defender,286380,I. Diop,38,"(1, 1, 0)",14.715830320244326
Defender,286825,J. Kenny,21,"(0, 1, 1)",15.666294652197658
Defender,286915,F. Eboa Eboa,35,"(0, 1, 1)",14.183620393628324
Defender,286917,F. Tour\u00e9,40,"(0, 1, 1)",14.932667940886668
Defender,288663,M. Caldara,36,"(0, 1, 1)",13.740646660707771
Defender,290119,M. Niakhat\u00e9,39,"(1, 0, 0)",13.907015436212093
Defender,295176,R. Gosens,37,"(0, 1, 1)",14.074625462716346
Defender,297957,M. Akanji,21,"(0, 1, 1)",13.418378758923621
Defender,298212,Dalbert,24,"(0, 1, 1)",15.107069957329774
Defender,300784,Jorge,37,"(1, 1, 0)",14.417297861263155
Defender,301013,J. Gelin,29,"(0, 1, 1)",13.822414647178451
Defender,326535,Toni Lato,34,"(0, 1, 1)",13.75360355513899
Defender,334720,R. Bensebaini,41,"(0, 1, 1)",15.066253258610425
Defender,336829,R. Koch,28,"(0, 1, 1)",14.406324187104673
Defender,337682,F. Uduokhai,37,"(1, 1, 0)",13.699842059865052
Defender,339964,Y. Salmier,31,"(1, 1, 0)",14.235749695001816
Defender,340646,B. Pavard,47,"(1, 1, 0)",12.950533513111843
Defender,341973,N. Mukiele,38,"(1, 1, 0)",14.805333160551719
Defender,343685,William,35,"(1, 1, 0)",14.923182790486676
Defender,344068,Unai N\u00fa\u00f1ez,38,"(0, 1, 1)",13.506397991617488
Defender,344132,T. Hern\u00e1ndez,34,"(0, 1, 1)",15.65331599737703
Defender,344178,P. Retsos,32,"(1, 1, 0)",15.632736976373774
Defender,344864,C. S\u00f6y\u00fcnc\u00fc,33,"(1, 0, 0)",13.95927366568136
Defender,346101,T. Alexander-Arnold,40,"(1, 0, 0)",15.786447162435401
Defender,350976,B. Chilwell,31,"(1, 1, 0)",15.575700920581143
Defender,352986,K. Amian,41,"(1, 1, 0)",14.196233749345414
Defender,352988,D. Upamecano,37,"(1, 1, 0)",14.148023636440868
Defender,355937,M. Holgate,29,"(0, 1, 1)",14.341115206724899
Defender,364772,C. Awaziem,37,"(1, 1, 0)",13.540931317674046
Defender,365441,R. van Drongelen,34,"(1, 1, 0)",13.69612703953318
Defender,366217,K. Danso,30,"(1, 1, 0)",14.866556353219492
Defender,366563,V. Selimovic,22,"(1, 0, 0)",13.880173115697357
Defender,366581,J. Gnagnon,41,"(1, 0, 0)",13.918074187662906
Defender,376362,Luiz Felipe,34,"(0, 1, 1)",14.840083252148442
Defender,379209,D. Rice,39,"(0, 1, 1)",13.945100701869118
Defender,388398,G. Pezzella,36,"(0, 1, 1)",14.445001999506065
Defender,393228,M. Sarr,38,"(1, 1, 0)",15.45131402740745
Defender,393247,I. Konat\u00e9,31,"(1, 1, 0)",14.149988665489154
Defender,393284,C. Traor\u00e9,40,"(0, 1, 1)",13.615368119149112
Defender,396616,R. Pierre-Gabriel,35,"(1, 1, 0)",14.452881120661191
Defender,397168,T. Fosu-Mensah,29,"(1, 1, 0)",15.18422692948483
Defender,410055,Rober,33,"(1, 1, 0)",13.837193152641182
Defender,410062,J. Kound\u00e9,18,"(1, 1, 0)",15.105406286308648
Defender,417231,C. Adjapong,37,"(1, 1, 0)",15.317010796336863
Defender,424241,N. Milenkovi\u0107,26,"(1, 1, 0)",13.996821149623495
Defender,489488,Mart\u00edn,23,"(1, 1, 0)",14.78703618328278
Forward,118,M. Depay,41,"(1, 1, 0)",20.03771812993945
Forward,122,D. Mertens,109,"(0, 1, 1)",21.039438859553
Forward,123,O. Toivonen,47,"(1, 0, 0)",19.881959645382416
Forward,151,J. Guidetti,106,"(0, 1, 1)",20.613455220125942
Forward,382,Suk Hyun-Jun,35,"(1, 1, 0)",22.015101299676076
Forward,471,W. Bony,21,"(0, 1, 1)",21.152143737655162
Forward,1751,O. Tannane,35,"(0, 1, 1)",19.793066011563592
Forward,3290,Aduriz,100,"(0, 1, 1)",20.1252412718426
Forward,3291,Paco Alc\u00e1cer,39,"(0, 1, 1)",19.922862440992063
Forward,3293,P. Piatti,39,"(0, 1, 1)",20.157386781681417
Forward,3313,Jos\u00e9 Callej\u00f3n,39,"(0, 1, 1)",20.546038249827312
Forward,3321,K. Benzema,38,"(0, 1, 1)",20.47981729746088
Forward,3322,Cristiano Ronaldo,106,"(0, 1, 1)",22.5211647877151
Forward,3323,G. Higua\u00edn,44,"(1, 1, 0)",20.831851024695556
Forward,3327,Joselu,38,"(1, 1, 0)",19.884093436570158
Forward,3348,Deulofeu,37,"(0, 1, 1)",21.477444217330362
Forward,3358,Cristian Tello,37,"(1, 1, 0)",23.111971237098206
Forward,3359,L. Messi,45,"(0, 1, 1)",26.161241449045136
Forward,3360,Pedro,100,"(0, 1, 1)",22.026111797226473
Forward,3361,A. S\u00e1nchez,37,"(1, 1, 0)",21.744328740283972
Forward,3425,Muniain,38,"(0, 1, 1)",22.26080726932917
Forward,3450,R. Falcao,47,"(1, 1, 0)",20.043111277074665
Forward,3451,Adri\u00e1n L\u00f3pez,38,"(0, 1, 1)",20.080705520732725
Forward,3475,D. Perotti,34,"(1, 1, 0)",21.84540436104213
Forward,3576,Juanmi,38,"(0, 1, 1)",21.366857362486172
Forward,3577,S. Rond\u00f3n,39,"(1, 0, 0)",19.911271500957373
Forward,3605,Jorge Molina,38,"(0, 1, 1)",19.63497890645628
Forward,3682,A. Griezmann,109,"(0, 1, 1)",21.06031653024572
Forward,3685,C. Vela,45,"(0, 1, 1)",21.991777658807628
Forward,3710,K. Babacar,38,"(1, 1, 0)",19.887255236398143
Forward,3714,C. Stuani,45,"(0, 1, 1)",19.339482039138108
Forward,3816,Sergio Garc\u00eda,37,"(0, 1, 1)",21.087566031604666
Forward,3874,Kike Garc\u00eda,37,"(1, 1, 0)",21.390336468672675
